Id,SalePrice
1982,213430
1983,196840
1984,167007
1985,223127
1986,207734
1987,186819
1988,172635
1989,188627
1990,204509
1991,224425
1992,209587
1993,168717
1994,232551
1995,182362
1996,237661
1997,296181
1998,307395
1999,258517
2000,304685
2001,262180
2002,234316
2003,248860
2004,271092
2005,216679
2006,215695
2007,245382
2008,217120
2009,197920
2010,188658
2011,135151
2012,167928
2013,176430
2014,183932
2015,205495
2016,191082
2017,190251
2018,116786
2019,134763
2020,90880
2021,102195
2022,184835
2023,148809
2024,276843
2025,347945
2026,181962
2027,161094
2028,148981
2029,169002
2030,267593
2031,222608
2032,244245
2033,255550
2034,167166
2035,230071
2036,192227
2037,209088
2038,310415
2039,223254
2040,297960
2041,294170
2042,210249
2043,178034
2044,163825
2045,197092
2046,155721
2047,144966
2048,139218
2049,143060
2050,168522
2051,101691
2052,122970
2053,147673
2054,86933
2055,150398
2056,142007
2057,110158
2058,208326
2059,133663
2060,169453
2061,181175
2062,130484
2063,123811
2064,137278
2065,121357
2066,164792
2067,99329
2068,144489
2069,87988
2070,111197
2071,99293
2072,137829
2073,133992
2074,181103
2075,146482
2076,111846
2077,158917
2078,127967
2079,128279
2080,125146
2081,126578
2082,115827
2083,143597
2084,114799
2085,117772
2086,114181
2087,123006
2088,96533
2089,83683
2090,114780
2091,100100
2092,116782
2093,110195
2094,107809
2095,138466
2096,82494
2097,98656
2098,149690
2099,66213
2100,64255
2101,97271
2102,123570
2103,103060
2104,130614
2105,126740
2106,69360
2107,213966
2108,113817
2109,114347
2110,118149
2111,124308
2112,136486
2113,117764
2114,107320
2115,155423
2116,107179
2117,147871
2118,120169
2119,109697
2120,110776
2121,96373
2122,119719
2123,80939
2124,157190
2125,132274
2126,145619
2127,149214
2128,124626
2129,98627
2130,138827
2131,144012
2132,106100
2133,119490
2134,126388
2135,96414
2136,72186
2137,107067
2138,130226
2139,147988
2140,139218
2141,152408
2142,127298
2143,147473
2144,117525
2145,139598
2146,168948
2147,131576
2148,136655
2149,143389
2150,221916
2151,120415
2152,163330
2153,168296
2154,103639
2155,136047
2156,266691
2157,225773
2158,234211
2159,204080
2160,177669
2161,229636
2162,419101
2163,324862
2164,243645
2165,199672
2166,154932
2167,221788
2168,201184
2169,191582
2170,218058
2171,153107
2172,130059
2173,175396
2174,225131
2175,274661
2176,306144
2177,238892
2178,203307
2179,141295
2180,214976
2181,191275
2182,223567
2183,185379
2184,116414
2185,119245
2186,142231
2187,150918
2188,147995
2189,365122
2190,81223
2191,76732
2192,86971
2193,109649
2194,103546
2195,111489
2196,102588
2197,111369
2198,148752
2199,172714
2200,161892
2201,156443
2202,214322
2203,159972
2204,183175
2205,133284
2206,147137
2207,218038
2208,269141
2209,270362
2210,119794
2211,112286
2212,119419
2213,106589
2214,118758
2215,105171
2216,150704
2217,64898
2218,53413
2219,53437
2220,50220
2221,320731
2222,294295
2223,285243
2224,201752
2225,116316
2226,189070
2227,186615
2228,257900
2229,246505
2230,151125
2231,211617
2232,175426
2233,178360
2234,227408
2235,217399
2236,252364
2237,310504
2238,193801
2239,110597
2240,156930
2241,157171
2242,115843
2243,114961
2244,99610
2245,101125
2246,138844
2247,103175
2248,124486
2249,117998
2250,128104
2251,135820
2252,179943
2253,150788
2254,170936
2255,183108
2256,168019
2257,214672
2258,156917
2259,174442
2260,150828
2261,194978
2262,217892
2263,387326
2264,615655
2265,169121
2266,307767
2267,387981
2268,399101
2269,147916
2270,188675
2271,211374
2272,184963
2273,156505
2274,185837
2275,152483
2276,189334
2277,182738
2278,150192
2279,128405
2280,118250
2281,161475
2282,181354
2283,105794
2284,114229
2285,147462
2286,123733
2287,357826
2288,265617
2289,365301
2290,471819
2291,320975
2292,423400
2293,490447
2294,404469
2295,498111
2296,289867
2297,338273
2298,334489
2299,361881
2300,326830
2301,301539
2302,246329
2303,233466
2304,242613
2305,197151
2306,193285
2307,198147
2308,236492
2309,273373
2310,202490
2311,206066
2312,175339
2313,172815
2314,179107
2315,176730
2316,198244
2317,192085
2318,179307
2319,181535
2320,180475
2321,231683
2322,180038
2323,192462
2324,171676
2325,206114
2326,170281
2327,198847
2328,214938
2329,193859
2330,184365
2331,336220
2332,400328
2333,310559
2334,248873
2335,263830
2336,300841
2337,197287
2338,257577
2339,198275
2340,381207
2341,209647
2342,223409
2343,221184
2344,208478
2345,223496
2346,210258
2347,200027
2348,233822
2349,180226
2350,305902
2351,261699
2352,251872
2353,257635
2354,141095
2355,143679
2356,144143
2357,184642
2358,195846
2359,125151
2360,115556
2361,146149
2362,279186
2363,127705
2364,143221
2365,213145
2366,191676
2367,223990
2368,218696
2369,214503
2370,165849
2371,165710
2372,191307
2373,271070
2374,310351
2375,241008
2376,298547
2377,360061
2378,160970
2379,210610
2380,142815
2381,169353
2382,195159
2383,199654
2384,245387
2385,159358
2386,131538
2387,131906
2388,97576
2389,115988
2390,156334
2391,140011
2392,113241
2393,171297
2394,143139
2395,205706
2396,140208
2397,223952
2398,131924
2399,67056
2400,77148
2401,104405
2402,131142
2403,147345
2404,149052
2405,155635
2406,140772
2407,118763
2408,142941
2409,116684
2410,165340
2411,116182
2412,148958
2413,130872
2414,150309
2415,135266
2416,123064
2417,130107
2418,131882
2419,127399
2420,120140
2421,147504
2422,107986
2423,101970
2424,148214
2425,218431
2426,122826
2427,126344
2428,167996
2429,110021
2430,131694
2431,111725
2432,148057
2433,143705
2434,136565
2435,153910
2436,110327
2437,103236
2438,120348
2439,99467
2440,124431
2441,82659
2442,94517
2443,122278
2444,128844
2445,89195
2446,132799
2447,175267
2448,131426
2449,115142
2450,144788
2451,123920
2452,181239
2453,92321
2454,108109
2455,103570
2456,126622
2457,131421
2458,127337
2459,109807
2460,136669
2461,127164
2462,128387
2463,124353
2464,178919
2465,133361
2466,110478
2467,139329
2468,92151
2469,90974
2470,192453
2471,198586
2472,152302
2473,114283
2474,73681
2475,223088
2476,112757
2477,117323
2478,153046
2479,111383
2480,147876
2481,119195
2482,120359
2483,107474
2484,121267
2485,125053
2486,151235
2487,167555
2488,156854
2489,145446
2490,136843
2491,91401
2492,186780
2493,145685
2494,135781
2495,89531
2496,229044
2497,152206
2498,112175
2499,86536
2500,121009
2501,131506
2502,145852
2503,97148
2504,188787
2505,234052
2506,240909
2507,272462
2508,241788
2509,210166
2510,208162
2511,171005
2512,205546
2513,216203
2514,215204
2515,150618
2516,173619
2517,148753
2518,151875
2519,230148
2520,216860
2521,183296
2522,220372
2523,115645
2524,132359
2525,144971
2526,134967
2527,118319
2528,134959
2529,141201
2530,122814
2531,248645
2532,225172
2533,192178
2534,219183
2535,292846
2536,234320
2537,230749
2538,179025
2539,181945
2540,177284
2541,175976
2542,163148
2543,123501
2544,119901
2545,127872
2546,128566
2547,134890
2548,146550
2549,159894
2550,1651508
2551,143597
2552,127061
2553,70794
2554,88849
2555,123828
2556,102203
2557,103277
2558,150578
2559,136455
2560,151915
2561,163286
2562,163870
2563,161356
2564,199070
2565,139622
2566,159104
2567,131878
2568,211560
2569,248382
2570,114281
2571,208238
2572,146493
2573,233219
2574,306338
2575,135338
2576,119422
2577,139573
2578,85325
2579,60605
2580,58767
2581,77766
2582,70957
2583,285057
2584,167964
2585,185034
2586,222963
2587,195497
2588,136740
2589,144452
2590,199240
2591,223803
2592,207013
2593,239719
2594,168729
2595,186877
2596,281986
2597,181715
2598,283690
2599,301858
2600,166812
2601,142023
2602,81723
2603,92101
2604,86061
2605,80118
2606,144139
2607,210502
2608,186746
2609,169977
2610,109570
2611,130595
2612,155352
2613,130209
2614,122921
2615,154540
2616,139071
2617,186124
2618,221373
2619,192859
2620,189146
2621,171951
2622,178490
2623,234743
2624,299747
2625,299214
2626,168129
2627,167220
2628,493337
2629,559298
2630,370525
2631,514392
2632,419832
2633,303406
2634,433770
2635,157593
2636,172063
2637,179488
2638,265287
2639,169822
2640,146659
2641,107414
2642,188286
2643,105318
2644,116183
2645,107786
2646,97021
2647,103530
2648,140240
2649,149416
2650,139139
2651,138062
2652,411515
2653,245091
2654,251749
2655,390107
2656,309282
2657,347910
2658,300655
2659,290577
2660,354812
2661,336651
2662,360702
2663,279969
2664,260712
2665,312636
2666,267133
2667,169615
2668,175515
2669,176617
2670,266567
2671,179017
2672,190426
2673,199078
2674,192577
2675,171733
2676,185654
2677,194348
2678,247549
2679,255779
2680,276200
2681,392951
2682,305147
2683,557320
2684,301899
2685,323955
2686,238317
2687,297989
2688,207499
2689,203432
2690,449684
2691,190876
2692,138118
2693,195092
2694,128060
2695,187220
2696,177710
2697,187381
2698,187997
2699,169855
2700,149669
2701,138555
2702,108198
2703,112262
2704,133726
2705,115274
2706,104133
2707,114614
2708,128071
2709,103876
2710,123004
2711,298717
2712,367135
2713,175780
2714,152009
2715,166789
2716,142839
2717,198599
2718,218720
2719,130543
2720,167374
2721,134593
2722,156395
2723,140314
2724,127754
2725,125653
2726,150065
2727,161246
2728,172112
2729,140838
2730,146254
2731,124944
2732,132604
2733,155138
2734,152444
2735,134993
2736,139856
2737,116091
2738,133126
2739,154134
2740,137466
2741,139505
2742,150943
2743,151974
2744,155101
2745,137476
2746,140102
2747,144378
2748,121406
2749,126274
2750,124329
2751,136252
2752,183284
2753,150964
2754,213579
2755,135833
2756,92256
2757,68270
2758,84230
2759,154691
2760,113594
2761,138287
2762,135676
2763,182586
2764,134074
2765,288172
2766,100267
2767,90170
2768,120712
2769,133281
2770,130142
2771,102772
2772,100552
2773,159566
2774,146559
2775,102783
2776,138495
2777,141333
2778,109116
2779,110876
2780,90492
2781,96066
2782,101022
2783,95956
2784,118056
2785,132454
2786,70525
2787,114293
2788,76694
2789,158808
2790,91849
2791,113220
2792,42165
2793,135602
2794,92783
2795,112733
2796,94652
2797,205412
2798,99036
2799,105142
2800,75132
2801,98841
2802,128162
2803,153271
2804,132653
2805,94458
2806,88214
2807,162995
2808,143116
2809,130128
2810,124401
2811,154074
2812,163018
2813,157358
2814,158934
2815,87648
2816,219810
2817,145758
2818,137899
2819,167626
2820,137124
2821,98717
2822,187070
2823,380575
2824,183412
2825,141585
2826,132949
2827,132032
2828,229443
2829,195077
2830,223384
2831,164458
2832,248009
2833,290141
2834,218411
2835,215215
2836,185973
2837,144550
2838,151508
2839,173476
2840,204239
2841,196083
2842,226290
2843,145935
2844,161124
2845,122638
2846,202977
2847,208373
2848,223181
2849,194006
2850,266948
2851,214594
2852,230282
2853,229749
2854,139719
2855,195190
2856,195218
2857,181404
2858,198036
2859,115023
2860,134543
2861,127249
2862,195099
2863,129634
2864,246469
2865,141226
2866,140782
2867,99596
2868,94314
2869,106711
2870,124951
2871,84615
2872,64591
2873,100416
2874,129158
2875,110458
2876,176829
2877,147003
2878,168318
2879,124991
2880,99824
2881,145183
2882,172483
2883,192558
2884,200430
2885,189594
2886,241152
2887,97600
2888,139547
2889,65519
2890,83275
2891,141211
2892,32954
2893,50754
2894,43094
2895,338597
2896,286496
2897,199989
2898,139448
2899,194709
2900,154877
2901,226638
2902,164227
2903,310399
2904,339668
2905,78069
2906,188265
2907,101209
2908,128259
2909,142874
2910,79743
2911,81680
2912,135643
2913,75374
2914,77363
2915,82435
2916,75902
2917,163238
2918,118837
2919,207498
